cycle,queueSize,serverCount,totalGenerated,totalBlocked,totalProcessed
# cycle 1: added server
1064,301,5,961,2,653
1065,301,5,961,2,653
1066,301,5,961,2,653
1067,301,5,961,2,654
1068,300,5,961,2,656
1069,298,5,961,2,657
1070,298,5,962,2,659
1071,296,5,962,2,659
1072,297,5,963,2,660
1073,297,5,964,2,660
1074,297,5,964,2,660
1075,297,5,964,2,660
1076,297,5,964,2,660
1077,298,5,965,2,660
1078,298,5,965,2,661
1079,297,5,965,2,662
1080,296,5,965,2,662
1081,296,5,965,2,662
1082,296,5,965,2,662
1083,296,5,965,2,663
1084,295,5,965,2,665
1085,294,5,966,2,665
1086,294,5,966,2,665
1087,294,5,966,2,665
1088,294,5,966,2,665
1089,296,5,968,2,665
1090,296,5,968,2,666
1091,296,5,969,2,666
1092,296,5,969,2,666
1093,296,5,969,2,666
1094,297,5,970,2,668
1095,297,5,972,2,668
1096,300,5,975,2,668
1097,300,5,975,2,668
1098,300,5,975,2,670
1099,298,5,975,2,670
1100,298,5,975,2,670
1101,298,5,975,2,670
1102,298,5,975,2,671
1103,297,5,975,2,671
1104,297,5,975,2,672
1105,296,5,975,2,672
1106,296,5,975,2,672
1107,298,5,977,2,673
1108,297,5,977,2,673
1109,297,5,977,2,673
1110,297,5,977,2,673
1111,298,5,978,2,674
1112,297,5,978,2,675
1113,296,5,978,2,675
1114,297,5,979,2,675
1115,298,5,980,2,676
1116,299,5,982,2,676
1117,300,5,983,2,677
1118,299,5,983,2,678
1119,298,5,983,2,678
1120,299,5,984,2,679
